,0
diag_1_823,6.445146205286495e-05
diag_1_824,6.704610944224451e-05
diag_1_825,5.969788239085026e-08
diag_1_826,0.0
diag_1_827,0.0
diag_1_831,1.3476834851805624e-06
diag_1_832,0.0
diag_1_833,0.0
diag_1_834,0.0
diag_1_835,0.0
diag_1_836,0.0
diag_1_837,0.0
diag_1_838,0.0
diag_1_839,0.0
diag_1_84,0.0
diag_1_840,0.0
diag_1_842,0.0
diag_1_843,2.9472887540189877e-06
diag_1_844,1.837001419063848e-06
diag_1_845,0.0
diag_1_846,0.0
diag_1_847,0.0
diag_1_848,0.0
diag_1_850,3.558201881815729e-05
diag_1_851,2.9099309311254646e-06
diag_1_852,8.741948538453103e-05
diag_1_853,0.0
diag_1_854,0.0
diag_1_860,1.0355794123723533e-06
diag_1_861,0.0
diag_1_862,0.0
diag_1_863,0.0
diag_1_864,0.0
diag_1_865,0.0
diag_1_866,0.0
diag_1_867,0.0
diag_1_868,0.0
diag_1_870,0.0
diag_1_871,0.0
diag_1_873,0.0
diag_1_875,0.0
diag_1_878,0.0
diag_1_879,0.0
diag_1_88,4.116866828158944e-06
diag_1_880,0.0
diag_1_881,0.0
diag_1_882,0.0
diag_1_883,0.0
diag_1_885,0.0
diag_1_886,1.8902203363561558e-06
diag_1_890,0.0
diag_1_891,0.0
diag_1_892,3.229597148567301e-07
diag_1_893,0.0
diag_1_895,0.0
diag_1_897,0.0
diag_1_9,0.0001404840444812635
diag_1_903,0.0
diag_1_904,0.0
diag_1_906,0.0
diag_1_911,0.0
diag_1_913,0.0
diag_1_914,0.0
diag_1_915,0.0
diag_1_916,0.0
diag_1_917,0.0
diag_1_919,0.0
diag_1_920,0.0
diag_1_921,0.0
diag_1_922,8.57847383902753e-05
diag_1_923,0.0
diag_1_924,5.336349089733422e-06
diag_1_928,2.237040464319223e-05
diag_1_933,0.0
diag_1_934,0.0
diag_1_935,0.0
diag_1_936,0.0
diag_1_939,0.0
diag_1_94,0.0
diag_1_941,0.0
diag_1_942,0.0
diag_1_944,0.0
diag_1_945,0.0
diag_1_952,0.0
diag_1_955,0.0
diag_1_957,4.681297493055407e-07
diag_1_958,0.0
diag_1_959,9.364182910632923e-06
diag_1_962,1.104703149909009e-05
diag_1_963,0.0
diag_1_964,0.0
diag_1_965,0.0
diag_1_966,0.0
diag_1_967,0.0
diag_1_968,0.0
diag_1_969,0.0
diag_1_97,0.0
diag_1_970,0.0
diag_1_971,0.0
diag_1_972,0.0
diag_1_973,0.0
diag_1_974,0.0
diag_1_975,0.0
diag_1_976,0.0
diag_1_977,0.0
diag_1_98,0.0
diag_1_980,0.0
diag_1_982,0.0
diag_1_983,0.0
diag_1_986,0.0
diag_1_987,0.0
diag_1_988,0.0
diag_1_989,0.0
diag_1_990,0.0
diag_1_991,0.0
diag_1_992,0.0
diag_1_994,0.0
diag_1_995,1.0436581397681794e-06
diag_1_996,0.0003496604288010771
diag_1_997,0.00010422691324855537
diag_1_998,8.435764293309166e-05
diag_1_999,0.0
diag_1_E909,0.0
diag_1_V07,0.0
diag_1_V25,0.0
diag_1_V26,0.0
diag_1_V43,0.0
diag_1_V45,0.0
diag_1_V51,0.0
diag_1_V53,3.463382065978833e-05
diag_1_V54,0.00012198907808780502
diag_1_V55,7.098805578263972e-05
diag_1_V56,1.7539184727547065e-06
diag_1_V57,0.002573600013771365
diag_1_V58,0.004065634913779117
diag_1_V60,0.0
diag_1_V63,0.0
diag_1_V66,0.0
diag_1_V67,0.0
diag_1_V70,0.0
diag_1_V71,3.0009745307440874e-06
diag_2_110,0.0
diag_2_111,0.0
diag_2_112,2.4018926566378686e-05
diag_2_114,0.0
diag_2_115,0.0
diag_2_117,0.0
diag_2_123,0.0
diag_2_131,0.0
diag_2_135,8.800341311406596e-06
diag_2_136,0.0
diag_2_137,0.0
diag_2_138,0.0
diag_2_140,0.0
diag_2_141,0.0
diag_2_145,0.0
diag_2_150,0.0
diag_2_151,0.0
diag_2_152,0.0
diag_2_153,8.118354826077852e-05
diag_2_154,1.2552216838011166e-05
diag_2_155,2.440971892018186e-07
diag_2_156,4.4861470322738835e-06
diag_2_157,5.352109606522084e-06
diag_2_162,1.6790075418507885e-05
diag_2_163,0.0
diag_2_164,0.0
diag_2_171,0.0
diag_2_172,0.0
diag_2_173,0.0
diag_2_174,4.757634608346458e-06
diag_2_179,2.164606567783253e-05
diag_2_180,0.0
diag_2_182,0.0
diag_2_183,0.0
diag_2_185,1.6649665626747403e-06
diag_2_186,0.0
diag_2_188,8.026262915922427e-07
diag_2_189,2.410442651925946e-07
diag_2_191,0.0
diag_2_192,0.0
diag_2_193,0.0
diag_2_195,0.0
diag_2_196,2.7540057591826575e-05
diag_2_197,8.312626740834883e-05
diag_2_198,2.968523884110085e-05
diag_2_199,0.0
diag_2_200,0.0
diag_2_201,0.0
diag_2_202,0.0002620054966962414
diag_2_203,9.854206075748865e-05
diag_2_204,8.101277507232098e-05
diag_2_205,0.00013224116512828562
diag_2_208,0.0
diag_2_211,6.680925942028379e-06
diag_2_212,0.0
diag_2_214,0.0
diag_2_215,0.0
diag_2_217,0.0
diag_2_218,6.647986603529641e-05
diag_2_220,0.0
diag_2_223,0.0
diag_2_225,2.7229806153451377e-06
diag_2_226,0.0
diag_2_227,0.0
diag_2_228,0.0
diag_2_232,0.0
diag_2_233,0.0
diag_2_235,0.0
diag_2_238,0.0
diag_2_239,0.0
diag_2_240,0.0
diag_2_241,0.0
diag_2_242,3.262871808206148e-05
diag_2_244,0.0001015149063681284
diag_2_245,0.0
diag_2_246,0.0
diag_2_250,0.03611583297280636
diag_2_250.01,0.00043779259047081634
diag_2_250.02,0.0005864256500174907
diag_2_250.03,0.00015900114782797594
diag_2_250.1,4.279686871452889e-06
diag_2_250.11,1.0344530782134032e-06
diag_2_250.12,1.6727779979160287e-16
diag_2_250.13,6.827080573252445e-06
diag_2_250.2,2.7358122325708714e-06
diag_2_250.21,0.0
diag_2_250.22,3.269089095969848e-15
diag_2_250.23,1.384410531919489e-07
diag_2_250.3,0.0
diag_2_250.31,0.0
diag_2_250.32,0.0
diag_2_250.33,0.0
diag_2_250.4,0.00011132955877180162
diag_2_250.41,8.525692676577316e-05
diag_2_250.42,1.661611504216357e-05
diag_2_250.43,4.72077921680138e-05
diag_2_250.5,3.350133737819674e-06
diag_2_250.51,3.542224171595356e-05
diag_2_250.52,6.747651718860344e-07
diag_2_250.53,0.0
diag_2_250.6,0.0005812087160319036
diag_2_250.7,8.350655405008014e-06
diag_2_250.8,1.0313354943328665e-05
diag_2_250.81,4.94995196694241e-06
diag_2_250.82,1.6359998985337514e-05
diag_2_250.83,2.0201063017367388e-05
diag_2_250.9,0.0
diag_2_250.91,0.0
diag_2_250.92,8.432464833225953e-05
diag_2_250.93,0.0
diag_2_251,0.0
diag_2_252,4.621363819373479e-06
diag_2_253,1.4725132219483785e-05
diag_2_255,2.0226791569319023e-05
diag_2_256,0.0
diag_2_258,0.0
diag_2_259,0.0
diag_2_260,0.0
diag_2_261,0.0
diag_2_262,0.0
diag_2_263,4.829192330615617e-06
diag_2_266,0.0
diag_2_268,0.0
diag_2_269,0.0
diag_2_27,0.0
diag_2_270,0.0
diag_2_271,0.0
diag_2_272,0.0027873212051504376
diag_2_273,2.890259257895114e-06
diag_2_274,8.902620153008081e-07
diag_2_275,9.529404392738714e-05
diag_2_276,0.001004483418044893
diag_2_277,8.85623379052326e-17
diag_2_278,0.003616368121710522
diag_2_279,0.0
diag_2_280,0.00017895535350643743
diag_2_281,0.0
diag_2_282,2.271043379519783e-06
diag_2_283,0.0
diag_2_284,4.4163437927767627e-07
diag_2_285,0.0007859547400141288
diag_2_286,1.8577551047553476e-05
diag_2_287,0.00010683061546575092
diag_2_288,2.0750100980714445e-05
diag_2_289,0.0
diag_2_290,0.0
diag_2_291,3.474757417490331e-06
diag_2_292,4.1581818076424754e-07
diag_2_293,2.5255807377206657e-05
diag_2_294,0.00011071343968421325
diag_2_295,9.758229234829423e-05
diag_2_296,0.0001628659504238362
diag_2_297,0.0
diag_2_298,0.0
diag_2_299,0.0
diag_2_300,4.034017031544687e-05
diag_2_301,2.198118951403389e-05
diag_2_302,0.0
diag_2_303,2.527520681094689e-05
diag_2_304,4.1260893264136814e-05
diag_2_305,9.394867794205414e-05
diag_2_306,1.4472022824324807e-06
diag_2_307,0.0
diag_2_308,0.0
diag_2_309,0.0
diag_2_31,0.0
diag_2_310,0.0
diag_2_311,4.204836658533699e-05
diag_2_312,0.0
diag_2_314,0.0
diag_2_316,0.0
diag_2_317,0.0
diag_2_318,0.0
diag_2_319,2.644518522393628e-06
diag_2_320,0.0
diag_2_322,0.0
diag_2_323,0.0
diag_2_324,0.0
diag_2_325,0.0
diag_2_327,1.0264287383470396e-05
diag_2_331,9.303480876198957e-06
diag_2_332,5.516519390698063e-06
diag_2_333,0.0
diag_2_335,0.0
diag_2_336,0.0
diag_2_337,2.7516279787053135e-07
diag_2_338,0.0
diag_2_34,0.0
diag_2_340,2.9447333944497074e-15
diag_2_341,4.706307099661654e-05
diag_2_342,0.0006774498032472699
diag_2_343,0.0
diag_2_344,4.432264791161349e-06
diag_2_345,4.938661573388361e-06
diag_2_346,0.0
diag_2_347,0.0
diag_2_348,0.00014963982571162475
diag_2_349,4.079629236770897e-06
diag_2_35,0.0
diag_2_350,0.0
diag_2_351,0.0
diag_2_352,0.0
diag_2_353,0.0
diag_2_354,0.0
diag_2_355,0.0
diag_2_356,6.3417086107885185e-06
diag_2_357,5.816416121600195e-05
diag_2_358,0.0
diag_2_359,0.0
diag_2_360,0.0
diag_2_362,0.0
diag_2_364,0.0
diag_2_365,0.0
diag_2_366,0.0
diag_2_368,0.0
diag_2_369,0.0
diag_2_372,0.0
diag_2_373,0.0
diag_2_374,0.0
diag_2_376,0.0
diag_2_377,4.1573057634833676e-05
diag_2_378,0.0
diag_2_379,0.0
diag_2_38,0.00012734170578839355
diag_2_380,0.0
diag_2_381,0.0
diag_2_382,0.0
diag_2_383,0.0
