,actual_label,predicted_label,cleanlab_confidence
93562,0,1,0.9138480761642708
57463,0,1,0.9138097168743627
58020,0,1,0.9138090843419039
76597,0,1,0.913807954687166
50975,0,1,0.913727967249381
49693,0,1,0.913704881478215
25246,0,1,0.9137027636060284
46246,0,1,0.9136860121097393
37381,0,1,0.9136438087262602
81369,0,1,0.9136211127991948
13463,0,1,0.9135812519112892
13415,0,1,0.9134827929764653
37349,0,1,0.9134610826039392
58009,0,1,0.9134399401407868
60281,0,1,0.91328472734035
52710,0,1,0.9132743352230502
98971,0,1,0.9132714865998198
62941,0,1,0.9131599629166156
84858,0,1,0.9131409251076255
73704,0,1,0.9130748180140819
75848,0,1,0.9130403809335399
53618,0,1,0.9130356423359156
55960,0,1,0.9129958273221687
52868,0,1,0.9128523625870667
75910,0,1,0.9128179188123806
70897,0,1,0.912739851876887
77600,0,1,0.9126076401215876
96201,0,1,0.9125690160761919
23129,0,1,0.9125634727962442
21757,0,1,0.9125590950259579
59759,0,1,0.9123509666627696
91544,0,1,0.9123020278370007
8454,0,1,0.9120979512793207
46982,0,1,0.912078538056851
10471,0,1,0.9120543997997484
5950,0,1,0.9119850385775733
9111,0,1,0.9119380333295112
15381,0,1,0.9119291104168142
98568,0,1,0.9119081335589989
85215,0,1,0.911678714031631
36522,0,1,0.9116764398343449
54477,0,1,0.9116532132083097
71164,0,1,0.9116383283658085
62344,0,1,0.911633226226757
72553,0,1,0.9115976231847378
4044,0,1,0.9115845738434415
76410,0,1,0.9115125155939318
72165,0,1,0.9115098758176561
69968,0,1,0.9114631098222037
99478,0,1,0.9113915292668153
64948,0,1,0.911323930591729
51070,0,1,0.9112950777206453
11950,0,1,0.9112375517340567
17639,0,1,0.9112295016229703
69583,0,1,0.911194568424161
90878,0,1,0.9111921017043596
3980,0,1,0.9111891354227609
34087,0,1,0.9111333767665819
33208,0,1,0.9110756321346807
22020,0,1,0.9110588342644541
73270,0,1,0.9110376409415957
15090,0,1,0.9110155908949441
37388,0,1,0.910993288833282
47313,0,1,0.9109106759218751
63624,0,1,0.9108953868222378
16452,0,1,0.9108581131034632
70965,0,1,0.9108233121675969
54798,0,1,0.9107015120728854
13808,0,1,0.9106648888474359
86963,0,1,0.9105935849622981
71476,0,1,0.9105423097450389
75695,0,1,0.9105312184785919
92782,0,1,0.9105098637280281
83942,0,1,0.910503875270229
98351,0,1,0.910501675651237
34380,0,1,0.9103883909028606
36290,0,1,0.9103178501111323
3456,0,1,0.9102726610488362
43459,0,1,0.9101673432873569
57416,0,1,0.9101521831872591
10654,0,1,0.9101311251592438
61521,0,1,0.9101100972222322
69367,0,1,0.9101006547830768
70667,0,1,0.9100814023686788
69909,0,1,0.9100665879774463
80648,0,1,0.9100613949699542
77913,0,1,0.9100353150489484
28942,0,1,0.9100184042101298
86303,0,1,0.9099360428438326
93030,0,1,0.909920348373523
64724,0,1,0.9099042670007035
52046,0,1,0.9098592685502013
52397,0,1,0.9098399461141965
73099,0,1,0.9098261710585004
54648,0,1,0.9097833435680033
4511,0,1,0.9097775748851151
51920,0,1,0.909737577195387
4846,0,1,0.9097060638406553
42916,0,1,0.9096404537191418
97908,0,1,0.9096323092743631
79469,0,1,0.9096304439007115
20042,0,1,0.9095858863376719
81023,0,1,0.9095771434124016
93773,0,1,0.9095711988011869
78288,0,1,0.909564587845563
24518,0,1,0.909542975145291
74862,0,1,0.9095358290464729
12642,0,1,0.9094875851056047
30130,0,1,0.9094658730899661
92263,0,1,0.909411878234331
22070,0,1,0.9093436685456279
67788,0,1,0.9093369507162348
69890,0,1,0.9093212463645324
19950,0,1,0.9092985646385895
37215,0,1,0.9092902653547312
24168,0,1,0.9092871945280847
5169,0,1,0.9092341569110256
63707,0,1,0.9091954786105154
55069,0,1,0.9091855066264923
82724,0,1,0.9090893079860562
10442,0,1,0.9090552263038034
52245,0,1,0.909031952239258
61741,0,1,0.9089936754863084
10912,0,1,0.908954866895401
65347,0,1,0.9089433249760057
28400,0,1,0.908922308018764
97763,0,1,0.90891243790828
82013,0,1,0.9089029389900989
330,0,1,0.9088998130410083
43880,0,1,0.9088034039222621
17024,0,1,0.9088024910189315
86178,0,1,0.908794494155512
88095,0,1,0.908778286207239
85027,0,1,0.9087570675038905
44485,0,1,0.9086525519228394
9651,0,1,0.9085930242810424
93212,0,1,0.9085839295984612
8173,0,1,0.9085469844417693
30041,0,1,0.9084826579324685
36776,0,1,0.9084436765613454
33646,0,1,0.9084220903692963
75069,0,1,0.9084198786114314
88073,0,1,0.9084102578912495
34189,0,1,0.9083996684873732
90486,0,1,0.9082903998279191
12222,0,1,0.908227537531954
91217,0,1,0.9082092607498958
81813,0,1,0.9080444284261453
78692,0,1,0.9079994591577122
95781,0,1,0.90789450486533
48711,0,1,0.9078492900628704
62078,0,1,0.9077985250756159
45821,0,1,0.9077562558404567
60604,0,1,0.9077097933593032
95163,0,1,0.9077088148395466
10819,0,1,0.907639121251519
76387,0,1,0.9076266866394762
31222,0,1,0.9075946041082407
79526,0,1,0.9074921209660611
2355,0,1,0.9074602301449995
62782,0,1,0.9074419786190624
97231,0,1,0.9072948603314387
1848,0,1,0.9072554763401655
84245,0,1,0.907248815856816
79866,0,1,0.9072419116911259
67078,0,1,0.907230269750807
7924,0,1,0.9072124705515451
92466,0,1,0.9072065119050765
59013,0,1,0.9071755278428176
71103,0,1,0.9071673406490578
9200,0,1,0.9071535825504078
92950,0,1,0.907087104541024
43735,0,1,0.9070826738565166
20144,0,1,0.9070714735438178
74281,0,1,0.9069758738582894
40290,0,1,0.9069546771359117
76708,0,1,0.9069261216575292
77475,0,1,0.906904223747842
11162,0,1,0.9068740089639228
60480,0,1,0.9068695630020812
38362,0,1,0.9068530076112511
65594,0,1,0.9068163287032773
21943,0,1,0.9068129651950214
97299,0,1,0.9067946901716255
63986,0,1,0.9067746793791832
2661,0,1,0.9067673845294384
47964,0,1,0.9067669486832218
44499,0,1,0.9067345995935221
80257,0,1,0.9067134061433877
55651,0,1,0.9066980266608391
27938,0,1,0.9066762098643393
72717,0,1,0.9066655671300978
10273,0,1,0.9066491463418183
15952,0,1,0.9066082092404183
55479,0,1,0.9066027268049544
77606,0,1,0.9065575465280893
9357,0,1,0.9065328473545887
71202,0,1,0.906503836909209
37062,0,1,0.9064989394426479
30109,0,1,0.90647360206489
14265,0,1,0.9064720661139156
81582,0,1,0.9064548631740663
18247,0,1,0.9063972541835029
23369,0,1,0.9063817115666734
5465,0,1,0.9063703619849848
86345,0,1,0.9063412753163287
47288,0,1,0.9062649331425545
9833,0,1,0.9062554539775527
97848,0,1,0.9062541736585085
35745,0,1,0.9062372002507492
48499,0,1,0.9062273770736538
47113,0,1,0.9062212671801985
94031,0,1,0.9060816230953472
1364,0,1,0.9060608653389065
33331,0,1,0.9060330330781892
6907,0,1,0.9059926227891475
46754,0,1,0.9059770634916723
80237,0,1,0.9059727336408271
18433,0,1,0.9059666173620904
13973,0,1,0.9059519870694563
77759,0,1,0.9059141678615653
33527,0,1,0.9058951138343591
18070,0,1,0.9058846050797479
91722,0,1,0.9058312709458295
49725,0,1,0.9058248502314674
71647,0,1,0.9058229989988312
77726,0,1,0.9057810895491923
33148,0,1,0.9057740955452732
74841,0,1,0.9057618884976244
67838,0,1,0.9057574700528984
96744,0,1,0.9057282075298088
98964,0,1,0.9057055944201866
68575,0,1,0.9056559921151437
20445,0,1,0.9056441877183746
67625,0,1,0.9056068348375037
53283,0,1,0.9056045810136181
67776,0,1,0.9055974949005143
18896,0,1,0.9055589229802865
57849,0,1,0.905534819571609
23610,0,1,0.9054834798723327
78451,0,1,0.905478167239672
84641,0,1,0.9054280342958044
54823,0,1,0.9053819387120805
86256,0,1,0.9053655885007525
97146,0,1,0.9053645353000731
68314,0,1,0.9052853614100153
95510,0,1,0.9052846815519011
32999,0,1,0.9052458447198362
6643,0,1,0.9052093828045858
63991,0,1,0.905201944859522
53553,0,1,0.9052003807573991
48932,0,1,0.9051738517820606
70548,0,1,0.9051528279029931
97444,0,1,0.90509599705283
46697,0,1,0.9050914257438989
66688,0,1,0.9050431869915846
78186,0,1,0.9050333146957992
69114,0,1,0.9050319407966179
8373,0,1,0.9050188883461001
22262,0,1,0.9049558504952181
33876,0,1,0.9049309703301502
63135,0,1,0.9049265339899729
700,0,1,0.9048585955229512
26104,0,1,0.9048363868855459
96556,0,1,0.904829849135664
89261,0,1,0.9048076097976363
94942,0,1,0.9048021342626328
68886,0,1,0.9047054680140512
69150,0,1,0.9046985228894653
70896,0,1,0.9046959347491252
98945,0,1,0.9046450703047684
7081,0,1,0.90464428798209
57668,0,1,0.9045647171123201
61707,0,1,0.9045512134953009
46115,0,1,0.9044926180343407
24325,0,1,0.9044641396669523
89633,0,1,0.9044306018818515
51814,0,1,0.9043812729648698
44589,0,1,0.9043753608046646
86018,0,1,0.9043331639275678
72611,0,1,0.9043127054251212
91220,0,1,0.9042957545560139
66859,0,1,0.9042751182435382
30486,0,1,0.9042669244415282
88157,0,1,0.904257616483215
48147,0,1,0.9041903907085066
28394,0,1,0.9041510288259335
58049,0,1,0.9040887053038069
77710,0,1,0.9040563456960393
69401,0,1,0.904037351536408
24195,0,1,0.90402197381512
21269,0,1,0.9040114860469904
83986,0,1,0.9039962411205272
98024,0,1,0.9039926122982277
59251,0,1,0.9039389722010607
78175,0,1,0.9039098267577734
61312,0,1,0.9039038871498171
23817,0,1,0.903850918042937
79022,0,1,0.9038237104062266
82184,0,1,0.9038206030060079
10503,0,1,0.9037950842347537
47387,0,1,0.9037661019568202
72706,0,1,0.9037520045304978
50400,0,1,0.9037399043846315
17007,0,1,0.9037305159365856
15148,0,1,0.9036520587130589
40246,0,1,0.9036399147861373
65451,0,1,0.9036236028447564
39889,0,1,0.9036031070847299
33958,0,1,0.9035625660435318
50021,0,1,0.9035347488441653
82530,0,1,0.9035281639417753
56246,0,1,0.9035146677799362
99142,0,1,0.9034481801015424
21280,0,1,0.9034274254681588
59616,0,1,0.9033853142731071
63394,0,1,0.9033649958961556
40662,0,1,0.9033427708762127
7200,0,1,0.9033365435035181
96596,0,1,0.9032919910298325
73715,0,1,0.9032813127358754
99528,0,1,0.903203140453903
58788,0,1,0.90311049643911
23750,0,1,0.9030030644768133
67287,0,1,0.902938881977238
53820,0,1,0.9029348461366158
33993,0,1,0.9029284251451307
22551,0,1,0.9029259160070822
39103,0,1,0.9028568548044663
54431,0,1,0.9028391783989747
87688,0,1,0.9028244066965374
70162,0,1,0.9028164759530665
69431,0,1,0.9027986733910183
22054,0,1,0.902793949741164
64230,0,1,0.9027668003179865
24282,0,1,0.9027578782623045
14575,0,1,0.9027386175534226
93367,0,1,0.9027340153069758
23438,0,1,0.9027238351903527
93085,0,1,0.9026739323707987
57151,0,1,0.9026412823424087
94666,0,1,0.902627803410726
19554,0,1,0.9026252859166943
37832,0,1,0.902620178371624
47347,0,1,0.9026106096985573
72573,0,1,0.9026061090203915
91379,0,1,0.9025798934934294
3910,0,1,0.9025617028226397
32469,0,1,0.9025432603645153
38509,0,1,0.9025177317965709
83425,0,1,0.902508589123741
38401,0,1,0.9024969975165861
40988,0,1,0.9024841107462513
48726,0,1,0.9024780743051976
9663,0,1,0.9024688494510569
604,0,1,0.9024445949419089
91494,0,1,0.9023790840064074
47582,0,1,0.9023600857925935
22733,0,1,0.9023568505987152
94366,0,1,0.9023461899587564
32378,0,1,0.9023428677760144
5692,0,1,0.9023293816271034
77353,0,1,0.902329270206494
17373,0,1,0.9023196560969757
48468,0,1,0.9023005826361967
90716,0,1,0.9022770408197455
17492,0,1,0.9022450916253356
40736,0,1,0.9021737687149269
86984,0,1,0.9021420576060014
27192,0,1,0.9021319069151226
63701,0,1,0.902105339746391
65894,0,1,0.9021052494258457
66297,0,1,0.9020816898042717
45264,0,1,0.9020798034221946
13710,0,1,0.9020458371017118
65042,0,1,0.9020159538247432
66657,0,1,0.9020085846402196
13006,0,1,0.9019045853255818
14960,0,1,0.9019040203769859
98277,0,1,0.9018230599603418
79746,0,1,0.9018121140969384
23486,0,1,0.9018095697766952
19063,0,1,0.9018083395668601
99600,0,1,0.9017915228741887
72263,0,1,0.9017801932957774
65256,0,1,0.901776904080822
75787,0,1,0.9017690301032104
90356,0,1,0.9017378976208198
18074,0,1,0.9017301869792708
94799,0,1,0.9017155726810903
47662,0,1,0.9017094766489034
62268,0,1,0.9016958397143904
77033,0,1,0.9016758798464426
8898,0,1,0.901666489984249
52239,0,1,0.9016619602141405
67897,0,1,0.9015736167284852
45202,0,1,0.9015729359779019
55315,0,1,0.9015532739561809
1861,0,1,0.9015374496697305
40022,0,1,0.9015159341040534
71143,0,1,0.9015116460357601
94042,0,1,0.9015003998083821
98890,0,1,0.9014852824271081
65604,0,1,0.9013623891082233
81936,0,1,0.9013592856845407
37285,0,1,0.901353064926928
41119,0,1,0.9013411915592815
88989,0,1,0.901330184917199
93055,0,1,0.9013069445302182
67617,0,1,0.9013010776038055
24883,0,1,0.9013001999747025
74054,0,1,0.9012914153968482
8368,0,1,0.9012746886848698
89603,0,1,0.9012646445497022
14614,0,1,0.9012500958849042
23421,0,1,0.9012251127367682
70303,0,1,0.9012138179683512
78739,0,1,0.9011680792207446
85274,0,1,0.9011320279383646
43688,0,1,0.9011141886573231
29201,0,1,0.9011113837371835
9906,0,1,0.901090953196087
16154,0,1,0.9009431306001784
75384,0,1,0.9009172596592987
15854,0,1,0.9009161480836367
11997,0,1,0.9008669569821904
75121,0,1,0.9008420896437799
83691,0,1,0.9008353858056659
63608,0,1,0.9008235075371782
49231,0,1,0.9008145033863516
37216,0,1,0.9008144103994935
72853,0,1,0.9007976335972643
19761,0,1,0.9007919013203783
55222,0,1,0.900722221327233
1286,0,1,0.9006974586957974
55813,0,1,0.9006917430874117
76286,0,1,0.900643165706652
64682,0,1,0.9006376493131844
95851,0,1,0.9006039865547758
8111,0,1,0.9005924458619609
71415,0,1,0.9005777657353883
51767,0,1,0.9005558842865784
84871,0,1,0.9005486336554496
78676,0,1,0.9005208664745628
87634,0,1,0.9005158947768342
6200,0,1,0.9004812380194784
78477,0,1,0.9004789997884416
44120,0,1,0.9003668148283294
79422,0,1,0.900328617584118
95107,0,1,0.9003185198639643
64994,0,1,0.9002993253184244
56936,0,1,0.9002887531062547
36368,0,1,0.9002766414959987
41681,0,1,0.9002698721080141
19399,0,1,0.9002626867054607
2430,0,1,0.9002519471463793
64110,0,1,0.9001983742773797
16487,0,1,0.9001866440200675
80810,0,1,0.9001836662736099
75400,0,1,0.9001746018605207
62278,0,1,0.90016927917841
77843,0,1,0.9001569821820559
13084,0,1,0.9001433990698052
7463,0,1,0.9000829570156127
68520,0,1,0.900082303044925
7669,0,1,0.9000598718279857
17368,0,1,0.8999779424143791
73904,0,1,0.8999638782663643
68422,0,1,0.8999312961217679
7793,0,1,0.8998966770375381
58437,0,1,0.8998881259398582
47962,0,1,0.8998803012294284
29639,0,1,0.8998773574814612
75913,0,1,0.8998570806692691
90669,0,1,0.8997991422849381
38800,0,1,0.8997967572282061
78857,0,1,0.8997911242482176
69763,0,1,0.8997881555526571
88132,0,1,0.8997450358294715
66778,0,1,0.8997072184386689
727,0,1,0.8996958699242529
93685,0,1,0.8996746667651218
27546,0,1,0.8996612121265604
98095,0,1,0.8996549882878512
72918,0,1,0.8996480077123912
68872,0,1,0.8996462103864001
4909,0,1,0.8995991069380824
38825,0,1,0.8995732527419062
60881,0,1,0.8995275540508147
30685,0,1,0.8995159304235666
71001,0,1,0.8995142273309152
67556,0,1,0.8995016184660751
77778,0,1,0.8994973229969435
96775,0,1,0.8994728124608393
52172,0,1,0.8994621487158786
19762,0,1,0.8994544333418675
22954,0,1,0.899428942126419
72255,0,1,0.8993516182968524
42003,0,1,0.8993328998409329
96157,0,1,0.8993186148363056
55254,0,1,0.8993141525047949
69836,0,1,0.8992988542925946
46112,0,1,0.8992707015367121
69389,0,1,0.8992700436559278
81372,0,1,0.8992556582352971
91943,0,1,0.8992491373222201
64335,0,1,0.8992013142011445
81153,0,1,0.8991915471512673
96911,0,1,0.8991819064276904
44442,0,1,0.8990919650061454
70773,0,1,0.8990878157018806
51171,0,1,0.8990717255660365
57219,0,1,0.8990573456545576
64259,0,1,0.8990485325410259
82888,0,1,0.8990361045225319
31644,0,1,0.8990199678105717
95744,0,1,0.8990170605033312
79273,0,1,0.8989713966142271
20998,0,1,0.8989217719750487
54788,0,1,0.8989114467207121
79313,0,1,0.898897920074848
16786,0,1,0.8988897042401104
63744,0,1,0.8988597576823468
19623,0,1,0.8988526598569496
91848,0,1,0.8988480655148264
70661,0,1,0.8988120786481234
99852,0,1,0.8987666212831705
28502,0,1,0.8987470078927683
70040,0,1,0.8986983627661834
89381,0,1,0.8986702258652579
27137,0,1,0.8986651910319995
10923,0,1,0.8986576729430752
21662,0,1,0.8986472394310827
95588,0,1,0.8986439284357409
23532,0,1,0.8986225091190542
62470,0,1,0.8986216271183225
8637,0,1,0.8985970440324611
48915,0,1,0.8985957857531429
99075,0,1,0.8985872119480294
31546,0,1,0.8985841591576609
16471,0,1,0.8985666545099212
3418,0,1,0.8985642941398333
13076,0,1,0.8985305935401259
85181,0,1,0.8985020829273016
78153,0,1,0.8984735522714666
22617,0,1,0.8984417021207547
41493,0,1,0.8983685148936544
55091,0,1,0.8983528143794195
21841,0,1,0.8983434063526222
67996,0,1,0.8982938753913416
59850,0,1,0.8982810056037073
14762,0,1,0.8982673369720366
51543,0,1,0.8982636835544703
24024,0,1,0.898262503470761
27800,0,1,0.8982558956972926
72210,0,1,0.898254356617736
70406,0,1,0.8982354305715324
2119,0,1,0.8982311526079529
93942,0,1,0.8982027335600898
52436,0,1,0.8981806457536848
74756,0,1,0.8981677469443755
70651,0,1,0.8981322413721372
79452,0,1,0.8981260432225523
15919,0,1,0.8979576823060705
42088,0,1,0.897932415308653
68631,0,1,0.8979123198291316
98279,0,1,0.8978956122323897
71019,0,1,0.8978554132521946
60,0,1,0.897818275010083
63798,0,1,0.8978112208593214
25289,0,1,0.897810317547648
63603,0,1,0.8977501607433837
12146,0,1,0.8977176012743872
99032,0,1,0.8977120986612798
8522,0,1,0.8976840398838735
56002,0,1,0.8976798080695425
84165,0,1,0.8975896078026548
70673,0,1,0.8975541936025944
79531,0,1,0.8975503104237044
42934,0,1,0.897526412041143
78606,0,1,0.8975208545366903
55910,0,1,0.8975131980863005
7385,0,1,0.897504054000361
89806,0,1,0.8975013917300397
73559,0,1,0.8974888493433906
91343,0,1,0.8974672845455935
35550,0,1,0.8974310551797887
26242,0,1,0.8973512433675264
94412,0,1,0.8973500397830767
84258,0,1,0.8973425281631967
72419,0,1,0.8973035221841795
97268,0,1,0.8972905187137052
62160,0,1,0.8972722210676766
25457,0,1,0.8972671625275757
99930,0,1,0.8972540133868792
61662,0,1,0.8972161816318905
69762,0,1,0.8972073518159616
51199,0,1,0.8971952925802459
19158,0,1,0.8971612091495929
1297,0,1,0.8971528281931771
39981,0,1,0.8971450487648552
8178,0,1,0.897135494978632
27345,0,1,0.8970794850918762
76036,0,1,0.8970565532599383
51270,0,1,0.8970562885799918
16928,0,1,0.8970372867381653
64579,0,1,0.8970039043031913
16295,0,1,0.8969823817986984
14089,0,1,0.8969748653165449
20161,0,1,0.8969656705949948
52472,0,1,0.896964654546973
53936,0,1,0.8969200549523952
57051,0,1,0.8969009581311012
75541,0,1,0.8968777610723276
57667,0,1,0.8968759889001922
81370,0,1,0.8968304391399192
3868,0,1,0.8968130867954328
76673,0,1,0.8967981464499201
84597,0,1,0.8967979010892557
37228,0,1,0.896779914778
61794,0,1,0.8967270889619479
86288,0,1,0.8966899912162772
64923,0,1,0.896672285756275
87984,0,1,0.896662973155104
10253,0,1,0.8965521666381927
28729,0,1,0.896550121217504
56977,0,1,0.8965492872933375
50280,0,1,0.8965451910934701
11903,0,1,0.8965447055791064
55709,0,1,0.8965173434800455
31708,0,1,0.8964543357917233
57525,0,1,0.8964108801734687
16828,0,1,0.8963574908067626
10861,0,1,0.8962454111427699
54032,0,1,0.8962348501924541
80684,0,1,0.896210648187447
72697,0,1,0.8962019922619087
71162,0,1,0.8961613097672887
62340,0,1,0.8961519800810472
34004,0,1,0.8960804545497087
40534,0,1,0.8960691265591691
76297,0,1,0.8960662130481173
77373,0,1,0.8960335134089149
75073,0,1,0.8960196432161871
49403,0,1,0.896009627187836
59123,0,1,0.8960042149550145
53835,0,1,0.8959513395244065
25563,0,1,0.8959432963983243
9291,0,1,0.8959265701367762
25836,0,1,0.8959114671389732
92796,0,1,0.8958919967947891
2765,0,1,0.8958439294592089
6229,0,1,0.8958280232714313
94534,0,1,0.8958245250530252
91215,0,1,0.8957675068727853
36801,0,1,0.8957335521229287
74230,0,1,0.8957327443616507
77232,0,1,0.8957091719955896
62007,0,1,0.8956838606853061
19180,0,1,0.895666550568537
95614,0,1,0.8956624424646491
64688,0,1,0.8956227188031768
62954,0,1,0.8956101474104528
68599,0,1,0.8956077406281281
61327,0,1,0.895606946909176
75343,0,1,0.8955436941759153
21610,0,1,0.8955185114769358
14573,0,1,0.8954902808088775
11737,0,1,0.8954723769139491
46075,0,1,0.8954633368959227
43717,0,1,0.8954566007175555
29627,0,1,0.8954471009097094
5353,0,1,0.8954374355946096
66516,0,1,0.89542905617183
60726,0,1,0.8954143133265604
23173,0,1,0.8954123539642584
98042,0,1,0.8954010696827297
17511,0,1,0.8953954609555457
19442,0,1,0.8953796359761458
25380,0,1,0.8953600333802274
37411,0,1,0.8953246029840283
29916,0,1,0.8953015859151755
50242,0,1,0.8953001605362961
97943,0,1,0.8952899340060192
85291,0,1,0.8952746627938698
78820,0,1,0.8952588878184612
80166,0,1,0.8952396460605958
30912,0,1,0.8952291053810416
73801,0,1,0.8952265012943453
62366,0,1,0.8952110484695921
19533,0,1,0.8952032243099578
32096,0,1,0.8951782297456953
56392,0,1,0.8951707314904271
49744,0,1,0.8951629172011721
69375,0,1,0.8951550905451013
31248,0,1,0.8951385048072062
98144,0,1,0.8951231090227977
70549,0,1,0.8951003744333508
71512,0,1,0.8950965102252715
70994,0,1,0.895093664330024
75625,0,1,0.8950608492151715
15109,0,1,0.895045868582858
10664,0,1,0.8950374329171744
49978,0,1,0.8950358355707546
89097,0,1,0.895032234280151
70913,0,1,0.8950257479129204
55814,0,1,0.895021340883481
9645,0,1,0.8950120944602571
11052,0,1,0.8950111010556353
71181,0,1,0.8950072929103912
76787,0,1,0.8949863499402597
73752,0,1,0.8949837191107808
22314,0,1,0.8949632389873058
64987,0,1,0.8949627137531234
86975,0,1,0.8949607078556018
56984,0,1,0.8949227068788054
65467,0,1,0.894910564324653
67407,0,1,0.8948139928743026
60387,0,1,0.8947839446772972
52186,0,1,0.8947592763783124
30304,0,1,0.8947142706403061
54295,0,1,0.8947095153192596
27104,0,1,0.8946961415757748
62604,0,1,0.8946954160478495
63129,0,1,0.8946625788720501
51152,0,1,0.894614033562948
98868,0,1,0.8945893837800916
96464,0,1,0.8945880631599095
23135,0,1,0.8945804202516087
50621,0,1,0.8945498569518122
77428,0,1,0.8945258791417509
69533,0,1,0.8945233371376314
37405,0,1,0.894518176550999
41015,0,1,0.8944988653370055
31634,0,1,0.8944410735191323
75218,0,1,0.8944245832170579
23338,0,1,0.8944234006789229
32945,0,1,0.8944095025471434
81575,0,1,0.8943692787545007
89149,0,1,0.894367795043446
77921,0,1,0.8943674203325304
30477,0,1,0.8943638404583971
